session_id;date;user_id;user_age;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-10918;2026-08-30 14:42:00;USR-1027;15;Standard;3;0;270;Card;Valorant;4.5;1
SESS-11646;2026-08-07 10:27:00;USR-1600;20;VIP;8;0;1600;Card;Apex Legends;4.5;0
SESS-14621;2026-08-09 09:17:00;USR-1608;27;Bootcamp;2;350;270;App;PUBG;3.0;1
SESS-10364;2026-08-21 02:08:00;USR-1785;18;Standard;1;0;100;Card;Deadlock;4.0;0
SESS-13287;2026-08-31 02:32:00;USR-1019;25;Standard;3;240;300;Card;Minecraft;4.0;0
SESS-12125;2026-08-18 12:37:00;USR-1689;15;PS5;3;0;750;Card;Cyberpunk 2077;4.5;0
SESS-14123;2026-08-26 14:13:00;USR-1268;31;Standard;5;1000;500;Card;Minecraft;4.5;0
SESS-14569;2026-08-15 17:55:00;USR-1657;18;Bootcamp;4;0;540;Card;Dota 2;4.0;1
SESS-10525;2026-08-05 08:09:00;USR-1195;19;VIP;3;250;600;Card;CS2;3.0;0
SESS-10055;2026-08-22 03:49:00;USR-1352;22;Standard;1;120;90;Cash;Dota 2;4.5;1
SESS-10638;2026-08-05 06:21:00;USR-1797;19;PS5;2;160;450;Card;CS2;3.0;1
SESS-10302;2026-08-29 16:10:00;USR-1209;24;Standard;1;0;100;Card;CS2;4.0;0
SESS-12766;2026-08-11 02:45:00;USR-1538;17;Standard;3;360;300;App;Deadlock;3.0;0
SESS-11276;2026-08-09 23:29:00;USR-1180;15;VIP;3;250;600;Card;CS2;5.0;0
SESS-12055;2026-08-29 02:23:00;USR-1699;14;PS5;8;640;1800;App;Valorant;4.5;1
SESS-14432;2026-08-23 14:26:00;USR-1401;24;Standard;2;100;200;App;CS2;4.5;0
SESS-13644;2026-08-06 06:21:00;USR-1674;19;Standard;2;400;200;App;CS2;4.5;0
SESS-14143;2026-08-28 13:37:00;USR-1426;22;Standard;4;480;400;Cash;Dota 2;5.0;0
SESS-12878;2026-08-06 14:03:00;USR-1445;22;Standard;1;50;90;App;Deadlock;1.0;1
SESS-14202;2026-08-05 04:25:00;USR-1120;15;Standard;4;0;400;Card;CS2;3.0;0
SESS-12286;2026-08-29 15:20:00;USR-1361;23;Bootcamp;3;610;450;Card;CS2;4.5;0
SESS-12261;2026-08-09 15:13:00;USR-1494;15;Standard;1;0;100;Card;Minecraft;5.0;0
SESS-12296;2026-08-02 13:27:00;USR-1627;28;Standard;5;600;500;Card;PUBG;5.0;0
SESS-11753;2026-08-24 15:39:00;USR-1445;22;Bootcamp;3;0;450;Card;CS2;4.0;0
SESS-11968;2026-08-31 20:09:00;USR-1769;21;Standard;1;120;100;Card;CS2;5.0;0
SESS-14725;2026-08-10 22:36:00;USR-1207;22;VIP;3;400;600;Card;Minecraft;5.0;0
SESS-13117;2026-08-04 01:46:00;USR-1355;28;Standard;2;0;180;Card;Browser/Work;4.0;1
SESS-12393;2026-08-05 12:12:00;USR-1325;15;Standard;3;0;300;App;Apex Legends;5.0;0
SESS-10523;2026-08-21 04:39:00;USR-1564;34;VIP;4;0;720;Card;Dota 2;5.0;1
SESS-13900;2026-08-22 03:51:00;USR-1635;15;VIP;1;0;200;Card;Minecraft;4.0;0
SESS-14699;2026-08-15 02:39:00;USR-1366;18;Standard;3;0;300;Card;Minecraft;5.0;0
SESS-13122;2026-08-09 03:30:00;USR-1350;16;Bootcamp;3;0;450;Card;Dota 2;4.0;0
SESS-14156;2026-08-01 14:33:00;USR-1107;16;PS5;3;240;675;Card;Dota 2;4.0;1
SESS-11969;2026-08-21 15:05:00;USR-1562;31;Standard;3;0;300;App;CS2;4.5;0
SESS-10671;2026-08-26 08:20:00;USR-1587;20;PS5;3;0;750;Card;Dota 2;4.0;0
SESS-14188;2026-08-31 11:30:00;USR-1017;14;Standard;3;150;300;Card;Dota 2;4.0;0
SESS-10666;2026-08-27 06:07:00;USR-1128;25;Standard;1;200;90;Card;Minecraft;4.5;1
SESS-14711;2026-08-21 03:39:00;USR-1084;25;VIP;3;0;600;Card;Apex Legends;4.0;0
SESS-11887;2026-08-09 08:29:00;USR-1708;25;Standard;1;0;90;App;Minecraft;5.0;1
SESS-13266;2026-08-11 12:29:00;USR-1074;16;Standard;8;0;800;Card;Browser/Work;2.0;0
SESS-10280;2026-08-10 06:19:00;USR-1550;15;VIP;2;350;400;App;Valorant;2.0;0
SESS-11719;2026-08-03 21:46:00;USR-1613;26;Standard;2;400;200;Card;GTA V;5.0;0
SESS-12947;2026-08-13 14:39:00;USR-1135;22;Standard;3;0;300;App;CS2;5.0;0
SESS-14455;2026-08-11 12:08:00;USR-1417;26;Bootcamp;3;0;405;Card;Minecraft;2.0;1
SESS-10899;2026-08-11 06:25:00;USR-1024;26;Standard;2;0;200;Cash;Minecraft;5.0;0
SESS-15266;2026-08-06 02:14:00;USR-1107;16;VIP;8;0;1600;Card;Valorant;5.0;0
SESS-10760;2026-08-02 12:03:00;USR-1549;23;Bootcamp;4;1050;600;Card;Dota 2;4.5;0
SESS-11906;2026-08-19 03:06:00;USR-1189;31;Standard;3;0;300;Card;Dota 2;4.5;0
SESS-14042;2026-08-07 12:30:00;USR-1682;14;Standard;3;0;300;Card;Minecraft;4.5;0
SESS-13823;2026-08-09 14:53:00;USR-1491;21;PS5;3;0;750;Cash;CS2;4.0;0
SESS-14138;2026-08-06 22:57:00;USR-1035;15;VIP;3;340;600;Card;Dota 2;4.0;0
SESS-13818;2026-08-15 23:16:00;USR-1480;22;Standard;5;0;500;App;CS2;5.0;0
SESS-14300;2026-08-29 13:16:00;USR-1031;21;Standard;3;0;300;Card;Deadlock;4.0;0
SESS-12593;2026-08-14 11:52:00;USR-1789;26;VIP;1;0;200;Card;Dota 2;3.0;0
SESS-14164;2026-08-23 17:57:00;USR-1031;21;Bootcamp;2;350;300;Card;Valorant;5.0;0
SESS-13031;2026-08-05 16:28:00;USR-1450;18;VIP;2;0;400;Cash;Minecraft;4.0;0
SESS-13579;2026-08-14 13:54:00;USR-1496;18;Standard;5;400;500;Card;Dota 2;5.0;0
SESS-12832;2026-08-20 22:40:00;USR-1521;18;Standard;12;0;1200;Card;CS2;4.5;0
SESS-13472;2026-08-14 07:01:00;USR-1608;27;PS5;2;400;500;Card;Valorant;4.5;0
SESS-10137;2026-08-20 16:40:00;USR-1634;26;Bootcamp;2;0;300;App;CS2;5.0;0
SESS-12180;2026-08-26 04:34:00;USR-1621;28;VIP;1;300;200;App;CS2;5.0;0
SESS-12128;2026-08-16 06:06:00;USR-1136;28;Standard;1;0;100;Card;Dota 2;4.5;0
SESS-13177;2026-08-21 11:31:00;USR-1233;28;VIP;8;0;1600;App;CS2;4.5;0
SESS-14637;2026-08-06 17:06:00;USR-1716;17;Standard;3;0;300;Card;GTA V;5.0;0
SESS-14743;2026-08-31 12:44:00;USR-1525;15;Standard;8;0;800;Card;Dota 2;3.0;0
SESS-14261;2026-08-12 05:55:00;USR-1482;15;Bootcamp;3;0;405;App;CS2;4.0;1
SESS-14344;2026-08-10 19:11:00;USR-1024;26;PS5;12;2400;3000;Card;Dota 2;5.0;0
SESS-11331;2026-08-02 01:18:00;USR-1045;19;VIP;2;0;400;Card;CS2;5.0;0
SESS-12017;2026-08-08 09:21:00;USR-1797;19;Standard;8;960;800;Card;Dota 2;4.5;0
SESS-14542;2026-08-02 07:36:00;USR-1026;25;Standard;1;200;90;Card;Browser/Work;4.0;1
SESS-12482;2026-08-09 10:11:00;USR-1797;19;Standard;2;0;200;App;CS2;3.0;0
SESS-11358;2026-08-28 03:46:00;USR-1248;31;VIP;8;1700;1440;Card;Apex Legends;2.0;1
SESS-11329;2026-08-25 15:09:00;USR-1560;22;Bootcamp;2;0;300;Card;Dota 2;3.0;0
SESS-12150;2026-08-12 19:29:00;USR-1325;15;Bootcamp;2;0;300;App;PUBG;4.5;0
SESS-14530;2026-08-30 13:20:00;USR-1694;20;Standard;1;200;100;Card;CS2;4.5;0
SESS-12122;2026-08-15 21:33:00;USR-1287;17;Standard;1;120;100;App;CS2;5.0;0
SESS-14673;2026-08-03 09:17:00;USR-1798;22;Standard;5;600;500;App;Dota 2;4.0;0
SESS-13981;2026-08-30 20:27:00;USR-1357;34;Bootcamp;8;0;1200;App;PUBG;5.0;0
SESS-11252;2026-08-26 09:28:00;USR-1768;24;VIP;3;0;600;Card;CS2;5.0;0
SESS-13278;2026-08-28 13:01:00;USR-1077;25;Bootcamp;5;500;750;Card;Dota 2;4.5;0
SESS-13374;2026-08-15 19:17:00;USR-1375;24;Standard;1;0;100;Cash;Valorant;5.0;0
SESS-12814;2026-08-30 13:03:00;USR-1448;23;Bootcamp;2;490;300;Card;Dota 2;4.5;0
SESS-14719;2026-08-11 08:41:00;USR-1454;20;PS5;2;0;500;Card;Dota 2;3.0;0
SESS-11848;2026-08-09 07:00:00;USR-1328;38;Bootcamp;2;260;300;Card;Minecraft;4.0;0
SESS-13037;2026-08-04 21:57:00;USR-1402;17;Standard;2;0;200;App;Dota 2;4.5;0
SESS-10388;2026-08-12 04:08:00;USR-1195;19;Standard;2;0;200;Cash;Dota 2;4.0;0
SESS-10235;2026-08-19 07:13:00;USR-1383;27;Standard;1;200;90;Card;Deadlock;5.0;1
SESS-11077;2026-08-27 22:41:00;USR-1563;15;VIP;3;610;600;Card;CS2;4.5;0
SESS-11984;2026-08-18 22:17:00;USR-1652;15;Standard;2;0;200;Card;Valorant;3.0;0
SESS-14363;2026-08-17 12:36:00;USR-1741;21;VIP;5;850;1000;Cash;Dota 2;4.5;0
SESS-13962;2026-08-14 07:38:00;USR-1580;20;VIP;3;0;600;Card;Minecraft;4.0;0
SESS-10770;2026-08-12 02:45:00;USR-1350;16;Bootcamp;3;0;450;Cash;Valorant;5.0;0
SESS-12165;2026-08-17 18:39:00;USR-1015;16;Standard;1;80;100;Card;Deadlock;4.5;0
SESS-14533;2026-08-05 03:21:00;USR-1581;15;Standard;3;0;300;Card;CS2;4.0;0
SESS-10673;2026-08-31 10:08:00;USR-1771;17;VIP;2;350;400;Cash;Dota 2;4.5;0
SESS-10249;2026-08-21 05:05:00;USR-1397;21;Standard;4;0;400;Card;CS2;4.5;0
SESS-11574;2026-08-03 16:27:00;USR-1306;24;VIP;5;0;1000;App;Minecraft;3.0;0
SESS-13419;2026-08-02 21:44:00;USR-1495;16;VIP;3;0;600;Card;Valorant;5.0;0
SESS-12081;2026-08-09 13:59:00;USR-1018;22;Bootcamp;12;0;1800;Card;Valorant;4.0;0
SESS-11823;2026-08-03 20:45:00;USR-1280;26;PS5;2;0;500;Card;Dota 2;2.0;0
SESS-15029;2026-08-02 20:26:00;USR-1109;16;Bootcamp;1;0;150;Card;Valorant;4.5;0
SESS-14544;2026-08-06 05:28:00;USR-1282;26;Bootcamp;1;370;150;Card;GTA V;5.0;0
SESS-10716;2026-08-04 11:20:00;USR-1352;22;Standard;2;0;200;App;CS2;3.0;0
SESS-15071;2026-08-16 14:20:00;USR-1321;15;Standard;3;600;300;Card;CS2;4.0;0
SESS-12048;2026-08-06 22:35:00;USR-1074;16;Standard;1;0;100;Cash;CS2;2.0;0
SESS-14178;2026-08-24 01:46:00;USR-1047;26;Bootcamp;3;0;450;Card;Dota 2;4.0;0
SESS-12724;2026-08-06 03:15:00;USR-1156;22;Standard;1;200;100;Card;Dota 2;5.0;0
SESS-14915;2026-08-19 09:27:00;USR-1527;20;Bootcamp;4;0;600;Cash;CS2;2.0;0
SESS-11460;2026-08-05 11:55:00;USR-1300;45;Standard;4;320;360;Card;Dota 2;4.5;1
SESS-11668;2026-08-03 20:11:00;USR-1692;17;Standard;1;120;100;Cash;Minecraft;4.5;0
SESS-12756;2026-08-23 04:51:00;USR-1595;32;PS5;3;360;750;App;CS2;5.0;0
SESS-12000;2026-08-13 16:08:00;USR-1035;15;Standard;4;800;360;Card;Dota 2;4.5;1
SESS-14571;2026-08-14 05:47:00;USR-1310;19;PS5;2;100;500;Card;Valorant;5.0;0
SESS-14613;2026-08-29 03:17:00;USR-1037;21;Bootcamp;4;0;600;Card;GTA V;4.0;0
SESS-10404;2026-08-29 16:53:00;USR-1418;39;Bootcamp;1;300;135;Card;CS2;3.0;1
SESS-10384;2026-08-03 16:53:00;USR-1138;18;Bootcamp;4;0;600;App;CS2;2.0;0
SESS-14884;2026-08-21 07:02:00;USR-1598;21;Standard;2;100;200;Card;CS2;5.0;0
SESS-12152;2026-08-27 13:12:00;USR-1662;14;Standard;4;0;400;Card;Dota 2;5.0;0
SESS-11633;2026-08-07 15:55:00;USR-1035;15;VIP;4;900;800;Card;CS2;1.0;0
SESS-14980;2026-08-07 05:17:00;USR-1506;15;Standard;1;0;90;Card;Dota 2;4.0;1
SESS-14784;2026-08-03 08:52:00;USR-1508;14;Standard;2;0;200;App;Dota 2;5.0;0
SESS-13925;2026-08-20 11:49:00;USR-1221;21;Bootcamp;1;0;150;Card;CS2;4.0;0
SESS-14158;2026-08-11 02:01:00;USR-1497;25;Standard;2;0;200;Card;CS2;4.0;0
SESS-10223;2026-08-11 04:11:00;USR-1507;14;VIP;3;610;600;Card;Minecraft;5.0;0
SESS-12193;2026-08-17 03:33:00;USR-1470;23;Standard;2;0;200;App;Deadlock;5.0;0
SESS-13136;2026-08-26 20:48:00;USR-1212;22;Bootcamp;2;0;270;Card;CS2;3.0;1
SESS-14469;2026-08-22 00:46:00;USR-1392;19;Standard;3;360;300;Card;CS2;4.0;0
SESS-11824;2026-08-23 00:09:00;USR-1692;17;PS5;2;0;500;App;Valorant;2.0;0
SESS-14995;2026-08-21 20:13:00;USR-1357;34;VIP;2;0;400;App;GTA V;4.5;0
SESS-10797;2026-08-30 20:47:00;USR-1328;38;Standard;3;0;300;App;Valorant;;0
SESS-12871;2026-08-27 23:59:00;USR-1134;16;Standard;3;0;300;Card;Valorant;3.0;0
SESS-10009;2026-08-19 11:25:00;USR-1491;21;VIP;2;0;400;Cash;GTA V;4.5;0
SESS-11944;2026-08-26 08:00:00;USR-1639;24;Standard;12;960;1200;App;Dota 2;4.5;0
SESS-11838;2026-08-17 10:46:00;USR-1130;26;Bootcamp;2;0;300;App;Valorant;4.5;0
SESS-14804;2026-08-16 01:54:00;USR-1053;20;Bootcamp;4;0;600;Card;GTA V;4.5;0
SESS-10255;2026-08-09 17:02:00;USR-1504;23;VIP;1;0;200;App;Dota 2;3.0;0
SESS-14485;2026-08-07 20:30:00;USR-1159;25;Standard;3;0;300;Card;CS2;4.0;0
SESS-14900;2026-08-10 10:36:00;USR-1059;16;Bootcamp;2;0;300;Cash;Valorant;4.5;0
SESS-11581;2026-08-19 09:03:00;USR-1585;19;Bootcamp;3;700;450;Card;Deadlock;4.0;0
SESS-12956;2026-08-13 06:23:00;USR-1528;16;PS5;2;0;500;Card;Valorant;4.5;0
SESS-10924;2026-08-24 19:12:00;USR-1122;22;Standard;4;0;400;Card;Deadlock;3.0;0
SESS-14817;2026-08-29 17:51:00;USR-1679;41;Standard;2;160;200;Card;Deadlock;5.0;0
SESS-12508;2026-08-03 01:08:00;USR-1288;16;Standard;5;400;450;Card;GTA V;5.0;1
SESS-13775;2026-08-17 05:05:00;USR-1228;17;Bootcamp;1;0;150;App;CS2;3.0;0
SESS-14136;2026-08-24 14:29:00;USR-1647;22;Standard;4;480;360;Cash;Dota 2;4.0;1
SESS-12779;2026-08-24 16:35:00;USR-1205;22;VIP;3;0;600;Card;Deadlock;4.5;0
SESS-10539;2026-08-01 12:35:00;USR-1704;41;Bootcamp;2;0;300;Card;Minecraft;3.0;0
SESS-12745;2026-08-12 04:02:00;USR-1094;29;Standard;2;0;200;Card;CS2;4.5;0
SESS-14890;2026-08-20 02:28:00;USR-1404;23;Standard;3;0;300;Cash;Dota 2;3.0;0
SESS-14965;2026-08-29 08:33:00;USR-1009;34;Bootcamp;3;0;450;Card;PUBG;4.5;0
SESS-11145;2026-08-27 09:33:00;USR-1137;31;Bootcamp;3;460;450;Card;Valorant;4.0;0
SESS-14468;2026-08-03 23:43:00;USR-1683;15;Standard;1;0;90;Card;Valorant;4.0;1
SESS-10667;2026-08-22 17:25:00;USR-1215;15;Bootcamp;2;200;300;Card;Dota 2;3.0;0
SESS-13019;2026-08-29 14:30:00;USR-1746;24;Bootcamp;3;850;450;App;Dota 2;4.0;0
SESS-10357;2026-08-27 23:01:00;USR-1232;20;Standard;2;0;200;Card;CS2;4.5;0
SESS-12831;2026-08-04 19:08:00;USR-1061;18;PS5;1;80;250;Card;CS2;4.0;0
SESS-12783;2026-08-28 16:39:00;USR-1773;23;Standard;5;0;500;Cash;Dota 2;4.0;0
SESS-11353;2026-08-20 13:55:00;USR-1558;19;Standard;4;0;400;Card;CS2;3.0;0
SESS-10470;2026-08-29 01:01:00;USR-1687;20;PS5;1;120;250;Card;Dota 2;4.5;0
SESS-12703;2026-08-10 17:10:00;USR-1767;16;Standard;3;0;300;Card;PUBG;4.0;0
SESS-13330;2026-08-07 03:16:00;USR-1001;26;Standard;2;0;200;Card;CS2;5.0;0
SESS-13637;2026-08-22 14:38:00;USR-1244;19;Standard;5;0;500;Card;CS2;2.0;0
SESS-11396;2026-08-09 13:43:00;USR-1119;24;Bootcamp;4;300;540;Cash;CS2;5.0;1
SESS-13584;2026-08-07 10:31:00;USR-1489;25;PS5;2;100;500;App;Minecraft;3.0;0
SESS-14878;2026-08-22 06:49:00;USR-1053;20;Standard;2;0;200;Cash;Valorant;2.0;0
SESS-13376;2026-08-28 02:37:00;USR-1464;25;Standard;1;0;100;Card;Valorant;3.0;0
SESS-11256;2026-08-14 13:50:00;USR-1131;26;Standard;3;360;300;Card;Minecraft;5.0;0
SESS-13512;2026-08-15 09:03:00;USR-1045;19;Standard;3;240;300;Cash;Valorant;3.0;0
SESS-11250;2026-08-05 21:25:00;USR-1360;15;Standard;3;150;270;Cash;CS2;3.0;1
SESS-15220;2026-08-14 18:52:00;USR-1598;21;Standard;4;0;400;App;PUBG;4.5;0
SESS-14298;2026-08-09 08:44:00;USR-1460;24;VIP;3;850;540;App;Deadlock;2.0;1
SESS-13284;2026-08-16 14:17:00;USR-1168;24;Bootcamp;1;370;150;App;Valorant;5.0;0
SESS-12933;2026-08-17 16:00:00;USR-1420;22;VIP;1;0;200;Card;CS2;5.0;0
SESS-14175;2026-08-24 19:54:00;USR-1594;18;Standard;3;0;300;App;CS2;4.0;0
SESS-11852;2026-08-18 01:45:00;USR-1651;22;VIP;3;0;600;Card;Deadlock;4.0;0
SESS-15083;2026-08-14 02:48:00;USR-1691;19;Standard;3;360;300;App;Valorant;4.0;0
SESS-15286;2026-08-05 22:43:00;USR-1716;17;Standard;3;0;300;Card;Dota 2;4.0;0
SESS-12105;2026-08-24 12:04:00;USR-1608;27;Bootcamp;3;0;450;Card;Deadlock;4.0;0
SESS-10133;2026-08-01 17:02:00;USR-1166;20;Standard;3;150;300;Card;Valorant;4.5;0
SESS-10928;2026-08-07 08:45:00;USR-1325;15;VIP;8;0;1600;Card;CS2;4.5;0
SESS-10823;2026-08-20 22:52:00;USR-1751;22;Standard;4;0;400;App;CS2;4.0;0
SESS-14937;2026-08-26 12:38:00;USR-1439;23;Standard;2;0;200;Card;Valorant;5.0;0
SESS-11531;2026-08-11 21:30:00;USR-1327;16;Standard;2;0;200;Card;CS2;4.0;0
SESS-11214;2026-08-23 12:51:00;USR-1512;25;Standard;1;0;100;App;CS2;1.0;0
SESS-10504;2026-08-12 12:59:00;USR-1676;24;Standard;3;0;300;Card;Dota 2;5.0;0
SESS-14285;2026-08-14 18:16:00;USR-1218;26;Standard;1;120;100;Cash;Valorant;2.0;0
SESS-11996;2026-08-02 17:37:00;USR-1742;15;VIP;2;490;400;App;CS2;4.0;0
SESS-13072;2026-08-09 06:00:00;USR-1415;23;Standard;1;120;100;Card;CS2;4.5;0
SESS-11958;2026-08-04 13:10:00;USR-1361;23;Standard;1;50;100;Card;CS2;3.0;0
SESS-11384;2026-08-01 16:02:00;USR-1185;27;PS5;4;0;900;Card;GTA V;4.0;1
SESS-10894;2026-08-18 12:41:00;USR-1386;29;Standard;2;100;200;Card;Valorant;3.0;0
SESS-10455;2026-08-22 17:50:00;USR-1669;20;PS5;2;0;500;Cash;Minecraft;5.0;0
SESS-15035;2026-08-25 01:24:00;USR-1445;22;Bootcamp;3;400;450;Card;Dota 2;4.0;0
SESS-13709;2026-08-08 12:44:00;USR-1006;31;Standard;3;0;300;Card;CS2;4.5;0
SESS-15014;2026-08-19 18:58:00;USR-1097;21;VIP;3;400;540;Card;Minecraft;5.0;1
SESS-14849;2026-08-09 14:22:00;USR-1351;35;Standard;4;0;400;App;Valorant;4.0;0
SESS-14748;2026-08-18 17:59:00;USR-1771;17;Bootcamp;1;0;150;Card;Deadlock;4.0;0
SESS-14268;2026-08-24 10:10:00;USR-1184;15;PS5;12;0;3000;App;PUBG;4.0;0
SESS-13522;2026-08-21 09:14:00;USR-1507;14;PS5;1;0;250;Card;Dota 2;4.5;0
SESS-14134;2026-08-21 17:08:00;USR-1764;23;Standard;1;0;100;App;Apex Legends;5.0;0
SESS-13602;2026-08-08 11:40:00;USR-1160;16;Standard;3;0;300;App;Dota 2;4.5;0
SESS-10713;2026-08-20 04:57:00;USR-1125;23;Bootcamp;3;0;405;Card;Dota 2;1.0;1
SESS-14186;2026-08-10 10:24:00;USR-1728;22;Bootcamp;2;410;300;Card;Minecraft;2.0;0
SESS-12214;2026-08-25 00:35:00;USR-1241;25;PS5;4;200;1000;Card;GTA V;5.0;0
SESS-12923;2026-08-03 16:29:00;USR-1272;16;Standard;3;150;270;App;Dota 2;5.0;1
SESS-11810;2026-08-06 21:26:00;USR-1160;16;VIP;2;0;400;App;Deadlock;4.0;0
SESS-13486;2026-08-29 10:26:00;USR-1041;20;Standard;4;800;400;Card;Valorant;5.0;0
SESS-13141;2026-08-22 15:12:00;USR-1090;20;Standard;5;400;500;Card;Dota 2;5.0;0
SESS-11827;2026-08-12 08:20:00;USR-1650;36;Standard;2;0;200;App;CS2;2.0;0
SESS-11155;2026-08-26 16:01:00;USR-1312;15;Standard;8;400;800;Card;Minecraft;4.0;0
SESS-11324;2026-08-23 19:35:00;USR-1600;20;Standard;3;150;300;Cash;PUBG;4.0;0
SESS-14312;2026-08-25 21:08:00;USR-1431;19;VIP;1;450;200;Card;CS2;2.0;0
SESS-10510;2026-08-21 17:05:00;USR-1336;14;Standard;3;0;300;Card;Dota 2;4.5;0
SESS-11680;2026-08-04 05:42:00;USR-1549;23;Bootcamp;3;0;450;App;Deadlock;3.0;0
SESS-10499;2026-08-23 09:33:00;USR-1285;25;VIP;2;0;400;Card;Minecraft;4.5;0
SESS-14930;2026-08-25 03:08:00;USR-1754;19;Standard;5;600;450;App;CS2;4.5;1
SESS-11856;2026-08-15 14:20:00;USR-1008;14;VIP;1;450;200;Card;CS2;5.0;0
SESS-11388;2026-08-24 18:29:00;USR-1198;31;Standard;2;100;200;Card;Apex Legends;4.0;0
SESS-13719;2026-08-20 09:28:00;USR-1408;20;VIP;4;0;800;App;CS2;3.0;0
SESS-12386;2026-08-09 19:21:00;USR-1581;15;Standard;2;160;200;Card;Valorant;4.5;0
SESS-13236;2026-08-24 14:19:00;USR-1614;22;Standard;3;600;300;Card;CS2;2.0;0
SESS-11540;2026-08-28 20:33:00;USR-1682;14;Standard;3;0;300;App;GTA V;2.0;0
SESS-11217;2026-08-14 01:23:00;USR-1469;16;Standard;2;100;200;Card;CS2;4.0;0
SESS-12681;2026-08-25 23:16:00;USR-1407;24;Standard;5;0;450;Card;Minecraft;4.5;1
SESS-12993;2026-08-17 21:10:00;USR-1431;19;Standard;4;0;400;Card;Apex Legends;3.0;0
SESS-11191;2026-08-08 00:38:00;USR-1452;19;Standard;1;120;90;Card;CS2;4.0;1
SESS-11542;2026-08-23 03:08:00;USR-1653;15;VIP;3;460;540;App;Dota 2;4.0;1
SESS-13301;2026-08-17 05:37:00;USR-1241;25;Standard;2;0;180;Card;Dota 2;5.0;1
SESS-13324;2026-08-05 22:01:00;USR-1529;29;Standard;2;0;180;App;Valorant;4.0;1
SESS-12539;2026-08-24 20:25:00;USR-1284;20;Standard;2;0;200;Card;Deadlock;5.0;0
SESS-10953;2026-08-18 02:31:00;USR-1438;16;Standard;4;0;400;Card;Dota 2;3.0;0
SESS-14846;2026-08-05 21:58:00;USR-1644;22;Standard;2;400;180;Card;Dota 2;3.0;1
SESS-14330;2026-08-16 05:26:00;USR-1203;21;Standard;1;0;100;App;Dota 2;4.5;0
SESS-10732;2026-08-29 04:57:00;USR-1188;16;Bootcamp;1;0;135;Card;CS2;4.5;1
SESS-11156;2026-08-07 03:45:00;USR-1628;23;PS5;3;0;750;Card;Apex Legends;5.0;0
SESS-15034;2026-08-13 21:56:00;USR-1470;23;Standard;3;600;300;Card;CS2;5.0;0
SESS-13294;2026-08-29 15:08:00;USR-1577;24;Standard;4;0;360;Card;Valorant;5.0;1
SESS-12982;2026-08-27 06:18:00;USR-1644;22;Standard;4;0;400;App;CS2;2.0;0
SESS-12156;2026-08-18 07:58:00;USR-1465;14;Standard;3;0;300;App;Apex Legends;4.0;0
SESS-11062;2026-08-30 02:08:00;USR-1349;15;Standard;1;200;100;Card;CS2;4.0;0
SESS-12616;2026-08-07 05:06:00;USR-1541;26;Standard;8;0;720;Card;CS2;4.5;1
SESS-11167;2026-08-27 05:46:00;USR-1281;16;Standard;1;0;100;App;Valorant;4.0;0
SESS-13222;2026-08-07 20:31:00;USR-1676;24;Bootcamp;2;200;300;Card;Minecraft;4.5;0
SESS-13636;2026-08-23 08:08:00;USR-1100;17;PS5;5;0;1250;Card;Dota 2;5.0;0
SESS-12938;2026-08-10 02:22:00;USR-1705;27;Standard;8;640;800;App;CS2;4.5;0
SESS-14491;2026-08-21 20:35:00;USR-1726;25;Standard;3;600;300;App;CS2;4.5;0
SESS-13140;2026-08-22 17:53:00;USR-1239;24;VIP;2;0;400;Card;CS2;5.0;0
SESS-10143;2026-08-16 16:33:00;USR-1191;16;Bootcamp;2;200;270;Card;CS2;1.0;1
SESS-13577;2026-08-11 01:10:00;USR-1196;23;Standard;2;0;200;Card;CS2;2.0;0
SESS-12782;2026-08-27 21:53:00;USR-1406;20;Standard;3;0;300;Card;Minecraft;4.0;0
SESS-10717;2026-08-31 15:33:00;USR-1016;19;Standard;2;0;200;Card;Deadlock;4.5;0
SESS-11819;2026-08-05 12:56:00;USR-1162;17;VIP;1;0;180;Card;Dota 2;5.0;1
SESS-12502;2026-08-16 06:59:00;USR-1245;23;Standard;4;0;400;App;Dota 2;4.5;0
SESS-14360;2026-08-31 16:01:00;USR-1314;17;Standard;3;240;300;Card;Valorant;4.0;0
SESS-14171;2026-08-20 17:25:00;USR-1031;21;Standard;1;0;100;Card;Dota 2;5.0;0
SESS-10395;2026-08-31 20:45:00;USR-1269;23;Bootcamp;2;0;300;App;CS2;4.5;0
SESS-15251;2026-08-13 10:02:00;USR-1462;20;Bootcamp;2;350;300;App;CS2;5.0;0
SESS-14492;2026-08-16 12:17:00;USR-1271;25;Standard;2;0;200;Cash;Apex Legends;5.0;0
SESS-11365;2026-08-03 19:50:00;USR-1046;17;Bootcamp;8;1060;1200;Cash;Minecraft;5.0;0
SESS-14952;2026-08-12 12:02:00;USR-1598;21;Standard;1;200;90;App;Valorant;4.5;1
SESS-10595;2026-08-12 06:06:00;USR-1108;21;Standard;3;0;300;;CS2;4.0;0
SESS-13952;2026-08-01 05:36:00;USR-1659;19;VIP;4;0;800;Card;Dota 2;4.5;0
SESS-12914;2026-08-12 17:30:00;USR-1320;24;Standard;4;800;400;Card;CS2;5.0;0
SESS-12326;2026-08-18 04:08:00;USR-1358;15;Standard;8;400;720;Card;CS2;5.0;1
